ID;StationStart;Line;TimeStart;StationEnd;TimeEnd;global_id;
315;Аэропорт Шереметьево;В Шереметьево;14:25;Белорусский вокзал;15:37;2449495212;
239;Аэропорт Шереметьево;В Шереметьево;14:25;Савёловская;15:31;2449501357;
390;Окружная;В Шереметьево;14:27;Аэропорт Шереметьево;15:18;2449492761;
91;Павелецкий вокзал;В Домодедово;14:30;Аэропорт Домодедово;15:18;2449492140;
165;Аэропорт Домодедово;В Домодедово;14:30;Павелецкий вокзал;15:17;2449495032;
202;Аэропорт Домодедово;В Домодедово;14:30;Верхние Котлы;15:09;2449495076;
353;Белорусский вокзал;В Шереметьево;14:36;Аэропорт Шереметьево;15:48;2449492687;
128;Верхние Котлы;В Домодедово;14:38;Аэропорт Домодедово;15:18;2449492231;
429;Савёловская;В Шереметьево;14:42;Аэропорт Шереметьево;15:48;2625375212;
278;Аэропорт Шереметьево;В Шереметьево;14:55;Окружная;15:46;2449495168;
316;Аэропорт Шереметьево;В Шереметьево;14:55;Белорусский вокзал;16:07;2449495214;
240;Аэропорт Шереметьево;В Шереметьево;14:55;Савёловская;16:01;2449501433;
391;Окружная;В Шереметьево;14:57;Аэропорт Шереметьево;15:48;2449495227;
92;Павелецкий вокзал;В Домодедово;15:00;Аэропорт Домодедово;15:48;2449492166;
166;Аэропорт Домодедово;В Домодедово;15:00;Павелецкий вокзал;15:46;2449495033;
203;Аэропорт Домодедово;В Домодедово;15:00;Верхние Котлы;15:39;2449495077;
10;Киевский вокзал;Во Внуково;15:00;Аэропорт Внуково;15:33;2449498910;
354;Белорусский вокзал;В Шереметьево;15:06;Аэропорт Шереметьево;16:18;2449492690;
129;Верхние Котлы;В Домодедово;15:08;Аэропорт Домодедово;15:48;2449499017;
28;Аминьевская;Во Внуково;15:10;Аэропорт Внуково;15:33;2449494964;
430;Савёловская;В Шереметьево;15:12;Аэропорт Шереметьево;16:18;2625375213;
46;Аэропорт Внуково;Во Внуково;15:15;Киевский вокзал;15:48;2449494982;
64;Аэропорт Внуково;Во Внуково;15:15;Аминьевская;15:36;2449495000;
279;Аэропорт Шереметьево;В Шереметьево;15:25;Окружная;16:16;2449495169;
317;Аэропорт Шереметьево;В Шереметьево;15:25;Белорусский вокзал;16:37;2449495215;
241;Аэропорт Шереметьево;В Шереметьево;15:25;Савёловская;16:31;2449501533;
392;Окружная;В Шереметьево;15:27;Аэропорт Шереметьево;16:18;2449495228;
93;Павелецкий вокзал;В Домодедово;15:30;Аэропорт Домодедово;16:18;2449492145;
167;Аэропорт Домодедово;В Домодедово;15:30;Павелецкий вокзал;16:19;2449495034;
204;Аэропорт Домодедово;В Домодедово;15:30;Верхние Котлы;16:12;2449495078;
355;Белорусский вокзал;В Шереметьево;15:36;Аэропорт Шереметьево;16:48;2449492692;
130;Верхние Котлы;В Домодедово;15:38;Аэропорт Домодедово;16:18;2449499119;
431;Савёловская;В Шереметьево;15:42;Аэропорт Шереметьево;16:48;2625375214;
280;Аэропорт Шереметьево;В Шереметьево;15:55;Окружная;16:46;2449495170;
318;Аэропорт Шереметьево;В Шереметьево;15:55;Белорусский вокзал;17:07;2449495216;
242;Аэропорт Шереметьево;В Шереметьево;15:55;Савёловская;17:01;2449501624;
393;Окружная;В Шереметьево;15:57;Аэропорт Шереметьево;16:48;2449495229;
94;Павелецкий вокзал;В Домодедово;16:00;Аэропорт Домодедово;16:46;2449492147;
11;Киевский вокзал;Во Внуково;16:00;Аэропорт Внуково;16:33;2449494947;
168;Аэропорт Домодедово;В Домодедово;16:00;Павелецкий вокзал;16:48;2449495035;
205;Аэропорт Домодедово;В Домодедово;16:00;Верхние Котлы;16:41;2449495079;
356;Белорусский вокзал;В Шереметьево;16:06;Аэропорт Шереметьево;17:18;2449492694;
131;Верхние Котлы;В Домодедово;16:08;Аэропорт Домодедово;16:46;2449492236;
29;Аминьевская;Во Внуково;16:10;Аэропорт Внуково;16:33;2449494965;
432;Савёловская;В Шереметьево;16:12;Аэропорт Шереметьево;17:18;2625375215;
47;Аэропорт Внуково;Во Внуково;16:15;Киевский вокзал;16:48;2449494983;
65;Аэропорт Внуково;Во Внуково;16:15;Аминьевская;16:36;2449495001;
281;Аэропорт Шереметьево;В Шереметьево;16:25;Окружная;17:16;2449495171;
319;Аэропорт Шереметьево;В Шереметьево;16:25;Белорусский вокзал;17:37;2449495217;
243;Аэропорт Шереметьево;В Шереметьево;16:25;Савёловская;17:31;2449501705;
394;Окружная;В Шереметьево;16:27;Аэропорт Шереметьево;17:18;2449495230;
95;Павелецкий вокзал;В Домодедово;16:30;Аэропорт Домодедово;17:18;2449492172;
169;Аэропорт Домодедово;В Домодедово;16:30;Павелецкий вокзал;17:18;2449495036;
206;Аэропорт Домодедово;В Домодедово;16:30;Верхние Котлы;17:10;2449495080;
357;Белорусский вокзал;В Шереметьево;16:36;Аэропорт Шереметьево;17:48;2449492696;
132;Верхние Котлы;В Домодедово;16:38;Аэропорт Домодедово;17:18;2449492239;
433;Савёловская;В Шереметьево;16:42;Аэропорт Шереметьево;17:48;2625375216;
282;Аэропорт Шереметьево;В Шереметьево;16:55;Окружная;17:46;2449495172;
320;Аэропорт Шереметьево;В Шереметьево;16:55;Белорусский вокзал;18:07;2449495218;
244;Аэропорт Шереметьево;В Шереметьево;16:55;Савёловская;18:01;2449501799;
395;Окружная;В Шереметьево;16:57;Аэропорт Шереметьево;17:48;2449495232;
96;Павелецкий вокзал;В Домодедово;17:00;Аэропорт Домодедово;17:48;2449492152;
12;Киевский вокзал;Во Внуково;17:00;Аэропорт Внуково;17:33;2449494948;
170;Аэропорт Домодедово;В Домодедово;17:00;Павелецкий вокзал;17:48;2449495037;
207;Аэропорт Домодедово;В Домодедово;17:00;Верхние Котлы;17:41;2449495082;
358;Белорусский вокзал;В Шереметьево;17:06;Аэропорт Шереметьево;18:18;2449492698;
133;Верхние Котлы;В Домодедово;17:08;Аэропорт Домодедово;17:48;2449492240;
30;Аминьевская;Во Внуково;17:10;Аэропорт Внуково;17:33;2449494966;
434;Савёловская;В Шереметьево;17:12;Аэропорт Шереметьево;18:18;2625375217;
48;Аэропорт Внуково;Во Внуково;17:15;Киевский вокзал;17:48;2449494984;
66;Аэропорт Внуково;Во Внуково;17:15;Аминьевская;17:36;2449495002;
283;Аэропорт Шереметьево;В Шереметьево;17:25;Окружная;18:16;2449495173;
321;Аэропорт Шереметьево;В Шереметьево;17:25;Белорусский вокзал;18:37;2449495219;
245;Аэропорт Шереметьево;В Шереметьево;17:25;Савёловская;18:31;2449502332;
396;Окружная;В Шереметьево;17:27;Аэропорт Шереметьево;18:18;2449495233;
97;Павелецкий вокзал;В Домодедово;17:30;Аэропорт Домодедово;18:16;2449492155;
171;Аэропорт Домодедово;В Домодедово;17:30;Павелецкий вокзал;18:18;2449495039;
208;Аэропорт Домодедово;В Домодедово;17:30;Верхние Котлы;18:11;2449495083;
359;Белорусский вокзал;В Шереметьево;17:36;Аэропорт Шереметьево;18:48;2449492700;
134;Верхние Котлы;В Домодедово;17:38;Аэропорт Домодедово;18:16;2449492242;
435;Савёловская;В Шереметьево;17:42;Аэропорт Шереметьево;18:48;2625375218;
284;Аэропорт Шереметьево;В Шереметьево;17:55;Окружная;18:46;2449495174;
322;Аэропорт Шереметьево;В Шереметьево;17:55;Белорусский вокзал;19:07;2449495220;
246;Аэропорт Шереметьево;В Шереметьево;17:55;Савёловская;19:01;2449502511;
397;Окружная;В Шереметьево;17:57;Аэропорт Шереметьево;18:48;2449495234;
98;Павелецкий вокзал;В Домодедово;18:00;Аэропорт Домодедово;18:47;2449492177;
13;Киевский вокзал;Во Внуково;18:00;Аэропорт Внуково;18:33;2449494949;
172;Аэропорт Домодедово;В Домодедово;18:00;Павелецкий вокзал;18:49;2449495040;
209;Аэропорт Домодедово;В Домодедово;18:00;Верхние Котлы;18:42;2449495084;
360;Белорусский вокзал;В Шереметьево;18:06;Аэропорт Шереметьево;19:18;2449492702;
135;Верхние Котлы;В Домодедово;18:08;Аэропорт Домодедово;18:47;2449492244;
31;Аминьевская;Во Внуково;18:10;Аэропорт Внуково;18:33;2449494967;
436;Савёловская;В Шереметьево;18:12;Аэропорт Шереметьево;19:18;2625375219;
49;Аэропорт Внуково;Во Внуково;18:15;Киевский вокзал;18:48;2449494985;
67;Аэропорт Внуково;Во Внуково;18:15;Аминьевская;18:36;2449495003;
323;Аэропорт Шереметьево;В Шереметьево;18:25;Белорусский вокзал;19:37;2449492628;
285;Аэропорт Шереметьево;В Шереметьево;18:25;Окружная;19:16;2449495176;
247;Аэропорт Шереметьево;В Шереметьево;18:25;Савёловская;19:31;2449502603;
398;Окружная;В Шереметьево;18:27;Аэропорт Шереметьево;19:18;2449495235;
99;Павелецкий вокзал;В Домодедово;18:30;Аэропорт Домодедово;19:17;2449492179;
173;Аэропорт Домодедово;В Домодедово;18:30;Павелецкий вокзал;19:20;2449495041;
210;Аэропорт Домодедово;В Домодедово;18:30;Верхние Котлы;19:11;2449495085;
361;Белорусский вокзал;В Шереметьево;18:36;Аэропорт Шереметьево;19:48;2449492703;
136;Верхние Котлы;В Домодедово;18:38;Аэропорт Домодедово;19:17;2449492247;
437;Савёловская;В Шереметьево;18:42;Аэропорт Шереметьево;19:48;2625375220;
324;Аэропорт Шереметьево;В Шереметьево;18:55;Белорусский вокзал;20:07;2449492630;
286;Аэропорт Шереметьево;В Шереметьево;18:55;Окружная;19:46;2449495177;
248;Аэропорт Шереметьево;В Шереметьево;18:55;Савёловская;20:01;2449502755;
399;Окружная;В Шереметьево;18:57;Аэропорт Шереметьево;19:48;2449495236;
100;Павелецкий вокзал;В Домодедово;19:00;Аэропорт Домодедово;19:46;2449492180;
14;Киевский вокзал;Во Внуково;19:00;Аэропорт Внуково;19:33;2449494950;
174;Аэропорт Домодедово;В Домодедово;19:00;Павелецкий вокзал;19:47;2449495042;
211;Аэропорт Домодедово;В Домодедово;19:00;Верхние Котлы;19:39;2449495087;
362;Белорусский вокзал;В Шереметьево;19:06;Аэропорт Шереметьево;20:18;2449492705;
137;Верхние Котлы;В Домодедово;19:08;Аэропорт Домодедово;19:46;2449492249;
32;Аминьевская;Во Внуково;19:10;Аэропорт Внуково;19:33;2449494968;
438;Савёловская;В Шереметьево;19:12;Аэропорт Шереметьево;20:18;2625375221;
50;Аэропорт Внуково;Во Внуково;19:15;Киевский вокзал;19:48;2449494986;
68;Аэропорт Внуково;Во Внуково;19:15;Аминьевская;19:36;2449495004;
325;Аэропорт Шереметьево;В Шереметьево;19:25;Белорусский вокзал;20:37;2449492631;
287;Аэропорт Шереметьево;В Шереметьево;19:25;Окружная;20:16;2449495178;
249;Аэропорт Шереметьево;В Шереметьево;19:25;Савёловская;20:31;2449502838;
400;Окружная;В Шереметьево;19:27;Аэропорт Шереметьево;20:18;2449495238;
101;Павелецкий вокзал;В Домодедово;19:30;Аэропорт Домодедово;20:18;2449492165;
175;Аэропорт Домодедово;В Домодедово;19:30;Павелецкий вокзал;20:19;2449495043;
212;Аэропорт Домодедово;В Домодедово;19:30;Верхние Котлы;20:12;2449495088;
363;Белорусский вокзал;В Шереметьево;19:36;Аэропорт Шереметьево;20:48;2449492708;
138;Верхние Котлы;В Домодедово;19:38;Аэропорт Домодедово;20:18;2449492250;
439;Савёловская;В Шереметьево;19:42;Аэропорт Шереметьево;20:48;2625375222;
326;Аэропорт Шереметьево;В Шереметьево;19:55;Белорусский вокзал;21:07;2449492634;
288;Аэропорт Шереметьево;В Шереметьево;19:55;Окружная;20:46;2449495180;
250;Аэропорт Шереметьево;В Шереметьево;19:55;Савёловская;21:01;2449502904;
401;Окружная;В Шереметьево;19:57;Аэропорт Шереметьево;20:48;2449495239;
102;Павелецкий вокзал;В Домодедово;20:00;Аэропорт Домодедово;20:47;2449492184;
15;Киевский вокзал;Во Внуково;20:00;Аэропорт Внуково;20:33;2449494951;
176;Аэропорт Домодедово;В Домодедово;20:00;Павелецкий вокзал;20:48;2449495044;
213;Аэропорт Домодедово;В Домодедово;20:00;Верхние Котлы;20:40;2449495089;
364;Белорусский вокзал;В Шереметьево;20:06;Аэропорт Шереметьево;21:18;2449492709;
139;Верхние Котлы;В Домодедово;20:08;Аэропорт Домодедово;20:47;2449492253;
33;Аминьевская;Во Внуково;20:10;Аэропорт Внуково;20:33;2449494969;
440;Савёловская;В Шереметьево;20:12;Аэропорт Шереметьево;21:18;2625375223;
51;Аэропорт Внуково;Во Внуково;20:15;Киевский вокзал;20:48;2449494987;
69;Аэропорт Внуково;Во Внуково;20:15;Аминьевская;20:36;2449495005;
327;Аэропорт Шереметьево;В Шереметьево;20:25;Белорусский вокзал;21:37;2449492636;
289;Аэропорт Шереметьево;В Шереметьево;20:25;Окружная;21:16;2449495181;
251;Аэропорт Шереметьево;В Шереметьево;20:25;Савёловская;21:31;2449503011;
402;Окружная;В Шереметьево;20:27;Аэропорт Шереметьево;21:18;2449495240;
103;Павелецкий вокзал;В Домодедово;20:30;Аэропорт Домодедово;21:15;2449492185;
177;Аэропорт Домодедово;В Домодедово;20:30;Павелецкий вокзал;21:19;2449495045;
214;Аэропорт Домодедово;В Домодедово;20:30;Верхние Котлы;21:12;2449495090;
365;Белорусский вокзал;В Шереметьево;20:36;Аэропорт Шереметьево;21:30;2449492711;
140;Верхние Котлы;В Домодедово;20:38;Аэропорт Домодедово;21:15;2449492255;
441;Савёловская;В Шереметьево;20:42;Аэропорт Шереметьево;21:30;2625375224;
328;Аэропорт Шереметьево;В Шереметьево;20:55;Белорусский вокзал;22:07;2449492637;
290;Аэропорт Шереметьево;В Шереметьево;20:55;Окружная;21:46;2449495182;
252;Аэропорт Шереметьево;В Шереметьево;20:55;Савёловская;22:01;2449503118;
403;Окружная;В Шереметьево;20:57;Аэропорт Шереметьево;21:30;2449495241;
104;Павелецкий вокзал;В Домодедово;21:00;Аэропорт Домодедово;21:48;2449492187;
16;Киевский вокзал;Во Внуково;21:00;Аэропорт Внуково;21:33;2449494952;
178;Аэропорт Домодедово;В Домодедово;21:00;Павелецкий вокзал;21:48;2449495047;
215;Аэропорт Домодедово;В Домодедово;21:00;Верхние Котлы;21:41;2449495091;
366;Белорусский вокзал;В Шереметьево;21:06;Аэропорт Шереметьево;22:00;2449492714;
141;Верхние Котлы;В Домодедово;21:08;Аэропорт Домодедово;21:48;2449492256;
34;Аминьевская;Во Внуково;21:10;Аэропорт Внуково;21:33;2449494970;
442;Савёловская;В Шереметьево;21:12;Аэропорт Шереметьево;22:00;2625375225;
52;Аэропорт Внуково;Во Внуково;21:15;Киевский вокзал;21:48;2449494988;
70;Аэропорт Внуково;Во Внуково;21:15;Аминьевская;21:36;2449495006;
329;Аэропорт Шереметьево;В Шереметьево;21:25;Белорусский вокзал;22:37;2449492640;
291;Аэропорт Шереметьево;В Шереметьево;21:25;Окружная;22:16;2449495183;
253;Аэропорт Шереметьево;В Шереметьево;21:25;Савёловская;22:31;2449503195;
404;Окружная;В Шереметьево;21:27;Аэропорт Шереметьево;22:00;2449495243;
105;Павелецкий вокзал;В Домодедово;21:30;Аэропорт Домодедово;22:15;2449492176;
179;Аэропорт Домодедово;В Домодедово;21:30;Павелецкий вокзал;22:16;2449495048;
216;Аэропорт Домодедово;В Домодедово;21:30;Верхние Котлы;22:09;2449495092;
367;Белорусский вокзал;В Шереметьево;21:36;Аэропорт Шереметьево;22:30;2449492715;
142;Верхние Котлы;В Домодедово;21:38;Аэропорт Домодедово;22:15;2449492258;
443;Савёловская;В Шереметьево;21:42;Аэропорт Шереметьево;22:30;2625375226;
330;Аэропорт Шереметьево;В Шереметьево;21:55;Белорусский вокзал;23:07;2449492641;
292;Аэропорт Шереметьево;В Шереметьево;21:55;Окружная;22:46;2449495184;
254;Аэропорт Шереметьево;В Шереметьево;21:55;Савёловская;23:01;2449503314;
405;Окружная;В Шереметьево;21:57;Аэропорт Шереметьево;22:30;2449495244;
106;Павелецкий вокзал;В Домодедово;22:00;Аэропорт Домодедово;22:46;2449492191;
17;Киевский вокзал;Во Внуково;22:00;Аэропорт Внуково;22:33;2449494953;
180;Аэропорт Домодедово;В Домодедово;22:00;Павелецкий вокзал;22:48;2449495049;
217;Аэропорт Домодедово;В Домодедово;22:00;Верхние Котлы;22:41;2449495093;
368;Белорусский вокзал;В Шереметьево;22:06;Аэропорт Шереметьево;23:00;2449492718;
143;Верхние Котлы;В Домодедово;22:08;Аэропорт Домодедово;22:46;2449492260;
35;Аминьевская;Во Внуково;22:10;Аэропорт Внуково;22:33;2449494971;
444;Савёловская;В Шереметьево;22:12;Аэропорт Шереметьево;23:00;2625375227;
53;Аэропорт Внуково;Во Внуково;22:15;Киевский вокзал;22:48;2449494989;
71;Аэропорт Внуково;Во Внуково;22:15;Аминьевская;22:36;2449495007;
406;Окружная;В Шереметьево;22:27;Аэропорт Шереметьево;23:00;2449495245;
107;Павелецкий вокзал;В Домодедово;22:30;Аэропорт Домодедово;23:16;2449492193;
181;Аэропорт Домодедово;В Домодедово;22:30;Павелецкий вокзал;23:18;2449495050;
218;Аэропорт Домодедово;В Домодедово;22:30;Верхние Котлы;23:11;2449495094;
369;Белорусский вокзал;В Шереметьево;22:36;Аэропорт Шереметьево;23:30;2449492719;
144;Верхние Котлы;В Домодедово;22:38;Аэропорт Домодедово;23:16;2449499246;
445;Савёловская;В Шереметьево;22:42;Аэропорт Шереметьево;23:30;2625375228;
331;Аэропорт Шереметьево;В Шереметьево;22:43;Белорусский вокзал;23:37;2449492644;
255;Аэропорт Шереметьево;В Шереметьево;22:43;Савёловская;23:31;2449495140;
293;Аэропорт Шереметьево;В Шереметьево;22:43;Окружная;23:16;2449495185;
407;Окружная;В Шереметьево;22:57;Аэропорт Шереметьево;23:30;2449495246;
108;Павелецкий вокзал;В Домодедово;23:00;Аэропорт Домодедово;23:48;2449492183;
18;Киевский вокзал;Во Внуково;23:00;Аэропорт Внуково;23:33;2449494954;
182;Аэропорт Домодедово;В Домодедово;23:00;Павелецкий вокзал;23:48;2449495051;
219;Аэропорт Домодедово;В Домодедово;23:00;Верхние Котлы;23:40;2449495096;
370;Белорусский вокзал;В Шереметьево;23:06;Аэропорт Шереметьево;00:00;2449492722;
145;Верхние Котлы;В Домодедово;23:08;Аэропорт Домодедово;23:48;2449492264;
36;Аминьевская;Во Внуково;23:10;Аэропорт Внуково;23:33;2449494972;
446;Савёловская;В Шереметьево;23:12;Аэропорт Шереметьево;00:00;2625375229;
54;Аэропорт Внуково;Во Внуково;23:15;Киевский вокзал;23:48;2449494990;
72;Аэропорт Внуково;Во Внуково;23:15;Аминьевская;23:36;2449495008;
332;Аэропорт Шереметьево;В Шереметьево;23:19;Белорусский вокзал;00:07;2449492646;
256;Аэропорт Шереметьево;В Шереметьево;23:19;Савёловская;00:01;2449495141;
294;Аэропорт Шереметьево;В Шереметьево;23:19;Окружная;23:46;2449495187;
408;Окружная;В Шереметьево;23:27;Аэропорт Шереметьево;00:00;2449495247;
109;Павелецкий вокзал;В Домодедово;23:30;Аэропорт Домодедово;00:16;2449492186;
183;Аэропорт Домодедово;В Домодедово;23:30;Павелецкий вокзал;00:18;2449495052;
220;Аэропорт Домодедово;В Домодедово;23:30;Верхние Котлы;00:11;2449495097;
371;Белорусский вокзал;В Шереметьево;23:36;Аэропорт Шереметьево;00:30;2449492723;
146;Верхние Котлы;В Домодедово;23:38;Аэропорт Домодедово;00:16;2449492266;
447;Савёловская;В Шереметьево;23:42;Аэропорт Шереметьево;00:30;2625375230;
333;Аэропорт Шереметьево;В Шереметьево;23:44;Белорусский вокзал;00:37;2449492647;
257;Аэропорт Шереметьево;В Шереметьево;23:44;Савёловская;00:31;2449495142;
295;Аэропорт Шереметьево;В Шереметьево;23:44;Окружная;00:16;2449495188;
409;Окружная;В Шереметьево;23:57;Аэропорт Шереметьево;00:30;2449495248;
